sentence_id,Global_Gap,Semantic_Depth,Negation_Norm,model_error_col,is_error,model,HPI_global,HPI_bin
2074,0.33280766550522645,0,0.5,BART_is_error,0,BART,1.0068607099774975,"(0.522, 1.664]"
2075,0.1622470588235294,0,0.0,BART_is_error,0,BART,0.32300947084379905,"(0.008730000000000002, 0.522]"
2076,0.2036758620689655,1,0.0,BART_is_error,0,BART,1.9805495474651298,"(1.926, 2.175]"
2077,0.08009885057471261,1,1.0,BART_is_error,0,BART,2.4231078117065454,"(2.175, 3.508]"
2078,0.1069365079365079,1,0.0,BART_is_error,0,BART,1.7879560556959933,"(1.664, 1.926]"
2079,0.07574568288854,1,0.5,BART_is_error,0,BART,2.070150564177591,"(1.926, 2.175]"
2080,0.08538109010011115,0,1.0,BART_is_error,0,BART,0.8585623897641644,"(0.522, 1.664]"
2081,0.0109571428571428,0,0.0,BART_is_error,0,BART,0.021814022034723858,"(0.008730000000000002, 0.522]"
2082,0.11860566037735845,0,0.0,BART_is_error,0,BART,0.23612601593745494,"(0.008730000000000002, 0.522]"
2083,0.17714285714285716,0,0.0,BART_is_error,0,BART,0.3526647630124866,"(0.008730000000000002, 0.522]"
2084,0.31388723404255314,1,0.0,BART_is_error,0,BART,2.1999637987945038,"(2.175, 3.508]"
2085,0.07208994708994705,0,0.0,BART_is_error,0,BART,0.14352023285678397,"(0.008730000000000002, 0.522]"
2086,0.2967455026455026,1,0.0,BART_is_error,0,BART,2.1658371919514785,"(1.926, 2.175]"
2087,0.13839473684210513,1,0.0,BART_is_error,0,BART,1.8505846539963924,"(1.664, 1.926]"
2088,0.19207037037037028,0,0.0,BART_is_error,0,BART,0.3823831947892824,"(0.008730000000000002, 0.522]"
2089,0.06904761904761905,1,0.0,BART_is_error,0,BART,1.7125249813849892,"(1.664, 1.926]"
2090,0.13669950738916253,1,0.0,BART_is_error,0,BART,1.8472097073408147,"(1.664, 1.926]"
2091,0.1520705882352941,0,0.0,BART_is_error,0,BART,0.30274964978079516,"(0.008730000000000002, 0.522]"
2092,0.1067666666666666,1,0.0,BART_is_error,0,BART,1.7876179272941801,"(1.664, 1.926]"
2093,0.3506,0,0.0,BART_is_error,0,BART,0.697991823697778,"(0.522, 1.664]"
2094,0.26,1,0.5,BART_is_error,0,BART,2.436973173489675,"(2.175, 3.508]"
2095,0.08700768452982804,0,1.0,BART_is_error,0,BART,0.8618006944202248,"(0.522, 1.664]"
2096,0.31204690831556503,1,0.0,BART_is_error,0,BART,2.1962999872988442,"(2.175, 3.508]"
2097,0.2338045081967213,1,0.0,BART_is_error,0,BART,2.0405311465987785,"(1.926, 2.175]"
2098,0.09374999999999996,1,0.0,BART_is_error,0,BART,1.761703703377658,"(1.664, 1.926]"
2099,0.21686854838709668,0,0.0,BART_is_error,0,BART,0.43175263431659844,"(0.008730000000000002, 0.522]"
2100,0.0799216216216216,0,0.5,BART_is_error,0,BART,0.5034026638906931,"(0.008730000000000002, 0.522]"
2101,0.22130482374768085,0,0.5,BART_is_error,0,BART,0.7848753367149933,"(0.522, 1.664]"
2102,0.096678431372549,1,0.5,BART_is_error,0,BART,2.111824515373713,"(1.926, 2.175]"
2103,0.26041666666666663,1,0.0,BART_is_error,0,BART,2.0935119481474707,"(1.926, 2.175]"
2104,0.1896052631578947,0,0.0,BART_is_error,0,BART,0.3774755374052368,"(0.008730000000000002, 0.522]"
2105,0.19803715415019754,1,0.0,BART_is_error,0,BART,1.9693237288013534,"(1.926, 2.175]"
2106,0.30732258064516127,1,0.5,BART_is_error,0,BART,2.531185308020768,"(2.175, 3.508]"
2107,0.261609907120743,1,0.0,BART_is_error,0,BART,2.095887510271403,"(1.926, 2.175]"
2108,0.663976923076923,0,0.0,BART_is_error,0,BART,1.3218781044828884,"(0.522, 1.664]"
2109,0.02708299319727885,0,0.0,BART_is_error,0,BART,0.05391816261541123,"(0.008730000000000002, 0.522]"
2110,0.12419221311475406,0,1.0,BART_is_error,0,BART,0.9358294933943682,"(0.522, 1.664]"
2111,0.2092592592592592,0,0.0,BART_is_error,0,BART,0.4166036850998758,"(0.008730000000000002, 0.522]"
2112,0.11143059660645865,0,1.0,BART_is_error,0,BART,0.9104230359501103,"(0.522, 1.664]"
2113,0.0477285714285713,1,0.0,BART_is_error,0,BART,1.6700819667611475,"(1.664, 1.926]"
2114,0.537037037037037,1,0.0,BART_is_error,0,BART,2.644221465508479,"(2.175, 3.508]"
2115,0.8037535460992908,0,0.0,BART_is_error,0,BART,1.6001523201523105,"(0.522, 1.664]"
2116,0.30000000000000004,0,0.0,BART_is_error,0,BART,0.5972548405856629,"(0.522, 1.664]"
2117,0.1080555555555555,1,0.0,BART_is_error,0,BART,1.7901839110537334,"(1.664, 1.926]"
2118,0.1753067632850241,0,1.0,BART_is_error,0,BART,1.0375908684395432,"(0.522, 1.664]"
2119,0.07075472370766485,0,0.0,BART_is_error,0,BART,0.14086200409567995,"(0.008730000000000002, 0.522]"
2120,0.1840515151515151,0,0.0,BART_is_error,0,BART,0.36641886113789285,"(0.008730000000000002, 0.522]"
2121,0.5176166666666666,0,0.0,BART_is_error,0,BART,1.0304968657816072,"(0.522, 1.664]"
2122,0.3993558776167472,0,0.0,BART_is_error,0,BART,0.795057436743126,"(0.522, 1.664]"
2123,0.2495471014492753,1,0.0,BART_is_error,0,BART,2.0718722800103087,"(1.926, 2.175]"
2124,0.11638888888888885,1,0.0,BART_is_error,0,BART,1.806774323292224,"(1.664, 1.926]"
2125,0.0420387096774193,0,0.0,BART_is_error,0,BART,0.08369274282271341,"(0.008730000000000002, 0.522]"
2126,0.10185185185185175,1,0.0,BART_is_error,0,BART,1.777833270831746,"(1.664, 1.926]"
2127,0.059355997135696295,1,0.0,BART_is_error,0,BART,1.6932304210515827,"(1.664, 1.926]"
2128,0.08344030808729136,1,0.0,BART_is_error,0,BART,1.7411786587116176,"(1.664, 1.926]"
2129,0.3991741935483871,1,0.0,BART_is_error,0,BART,2.3697572968068132,"(2.175, 3.508]"
2130,0.1427702702702702,1,0.0,BART_is_error,1,BART,1.859295682396779,"(1.664, 1.926]"
2131,0.15634665772412246,1,0.0,BART_is_error,0,BART,1.8863242261450448,"(1.664, 1.926]"
2132,0.1560640591966173,0,0.0,BART_is_error,0,BART,0.3107000493220904,"(0.008730000000000002, 0.522]"
2133,0.3934945945945947,1,0.0,BART_is_error,0,BART,2.358450070247687,"(2.175, 3.508]"
2134,0.08074074074074064,1,0.0,BART_is_error,0,BART,1.7358042264942362,"(1.664, 1.926]"
2135,0.01786718346253225,1,0.0,BART_is_error,0,BART,1.6106324383967365,"(0.522, 1.664]"
2136,0.4978213507625272,1,0.0,BART_is_error,0,BART,2.5661489373273465,"(2.175, 3.508]"
2137,0.07767186147186145,1,0.5,BART_is_error,0,BART,2.0739852957866614,"(1.926, 2.175]"
2138,0.2546153846153846,0,0.0,BART_is_error,0,BART,0.5069009031637292,"(0.008730000000000002, 0.522]"
2139,0.37326788553259144,1,0.0,BART_is_error,0,BART,2.3181817372596893,"(2.175, 3.508]"
2140,0.32625669869983037,0,0.5,BART_is_error,0,BART,0.9938187211940349,"(0.522, 1.664]"
2141,0.14687198248905564,1,0.0,BART_is_error,0,BART,1.8674615739879756,"(1.664, 1.926]"
2142,0.12397016129032255,0,1.0,BART_is_error,0,BART,0.9353874216376928,"(0.522, 1.664]"
2143,0.7779,1,0.5,BART_is_error,0,BART,3.4680341132873904,"(2.175, 3.508]"
2144,0.06896551724137925,0,0.0,BART_is_error,0,BART,0.13729996335302583,"(0.008730000000000002, 0.522]"
2145,0.0702614379084967,0,0.0,BART_is_error,0,BART,0.13987994632452883,"(0.008730000000000002, 0.522]"
2146,0.2259382352941176,1,0.0,BART_is_error,0,BART,2.024870581370619,"(1.926, 2.175]"
2147,0.3214571428571428,1,0.0,BART_is_error,0,BART,2.215034347735523,"(2.175, 3.508]"
2148,0.06527857142857135,0,1.0,BART_is_error,0,BART,0.8185413011490283,"(0.522, 1.664]"
2149,0.1003,0,0.0,BART_is_error,0,BART,0.19968220170247328,"(0.008730000000000002, 0.522]"
2150,0.0373563218390804,1,0.5,BART_is_error,0,BART,1.993723125131656,"(1.926, 2.175]"
2151,0.12683823529411764,0,0.5,BART_is_error,0,BART,0.596806579289979,"(0.522, 1.664]"
2152,0.0458714285714285,1,0.5,BART_is_error,0,BART,2.0106754208449846,"(1.926, 2.175]"
2153,0.02809189463019245,0,0.0,BART_is_error,0,BART,0.055926733497016094,"(0.008730000000000002, 0.522]"
2154,0.2960224371373307,0,0.0,BART_is_error,0,BART,0.5893361116741194,"(0.522, 1.664]"
2155,0.2263888888888889,1,0.0,BART_is_error,0,BART,2.0257677648403005,"(1.926, 2.175]"
0,0.18678122605363978,0,0.0,T5_is_error,0,T5,0.37185330463687094,"(0.008730000000000002, 0.522]"
1,0.2346866096866097,1,0.0,T5_is_error,0,T5,2.042287277881191,"(1.926, 2.175]"
2,0.1082410714285714,0,0.5,T5_is_error,0,T5,0.559782425490438,"(0.522, 1.664]"
3,0.10402380952380949,1,0.0,T5_is_error,0,T5,1.7821573116088256,"(1.664, 1.926]"
4,0.20790423280423276,1,0.5,T5_is_error,1,T5,2.333258343050689,"(2.175, 3.508]"
5,0.2141238095238095,1,0.0,T5_is_error,0,T5,2.001349838103764,"(1.926, 2.175]"
6,0.4487179487179487,1,0.0,T5_is_error,0,T5,2.4683914554595185,"(2.175, 3.508]"
7,0.0895156862745098,0,1.0,T5_is_error,0,T5,0.8667937483609196,"(0.522, 1.664]"
8,0.2333333333333333,0,1.0,T5_is_error,0,T5,1.1531130345859955,"(0.522, 1.664]"
9,0.026765517241379252,0,0.5,T5_is_error,0,T5,0.39757686173143814,"(0.008730000000000002, 0.522]"
10,0.21759999999999996,0,0.0,T5_is_error,0,T5,0.43320884437146734,"(0.008730000000000002, 0.522]"
11,0.0594428571428571,1,0.0,T5_is_error,0,T5,1.6934033462506832,"(1.664, 1.926]"
12,0.05297912087912085,1,0.0,T5_is_error,0,T5,1.6805350203447311,"(1.664, 1.926]"
13,0.32877619047619044,1,0.0,T5_is_error,0,T5,2.2296054697987007,"(2.175, 3.508]"
14,0.2489367924528301,1,0.0,T5_is_error,0,T5,2.0706572466690423,"(1.926, 2.175]"
15,0.3333333333333333,1,0.0,T5_is_error,0,T5,2.2386780552342636,"(2.175, 3.508]"
16,0.12083333333333325,1,0.0,T5_is_error,0,T5,1.8156225431527524,"(1.664, 1.926]"
17,0.5162842607313195,1,0.0,T5_is_error,0,T5,2.602905811827875,"(2.175, 3.508]"
18,0.24882764976958516,1,0.0,T5_is_error,0,T5,2.0704399600161008,"(1.926, 2.175]"
19,0.273236741388737,1,0.0,T5_is_error,0,T5,2.1190347870955586,"(1.926, 2.175]"
20,0.3654333333333333,0,0.5,T5_is_error,0,T5,1.07181350343642,"(0.522, 1.664]"
21,0.08445,0,1.0,T5_is_error,0,T5,0.8567087295331218,"(0.522, 1.664]"
22,0.14525862068965512,1,0.0,T5_is_error,0,T5,1.864249613506949,"(1.664, 1.926]"
23,0.044407894736842105,1,0.0,T5_is_error,0,T5,1.6634709993339634,"(0.522, 1.664]"
24,0.15119047619047615,1,0.0,T5_is_error,0,T5,1.8760590448786827,"(1.664, 1.926]"
25,0.1191295566502463,1,0.0,T5_is_error,0,T5,1.8122305802485834,"(1.664, 1.926]"
26,0.1646634615384615,1,0.0,T5_is_error,0,T5,1.9028817305994292,"(1.664, 1.926]"
27,0.28653333333333325,0,0.5,T5_is_error,0,T5,0.9147354803623907,"(0.522, 1.664]"
28,0.3829365079365079,1,0.0,T5_is_error,0,T5,2.337430509034803,"(2.175, 3.508]"
29,0.11247504057124305,1,0.0,T5_is_error,0,T5,1.798982440448784,"(1.664, 1.926]"
30,0.15402298850574708,1,0.0,T5_is_error,0,T5,1.881698150516396,"(1.664, 1.926]"
31,0.0799216216216216,0,0.5,T5_is_error,0,T5,0.5034026638906931,"(0.008730000000000002, 0.522]"
32,0.012713012477718302,0,0.0,T5_is_error,0,T5,0.02530969413581062,"(0.008730000000000002, 0.522]"
33,0.41500000000000004,1,0.0,T5_is_error,0,T5,2.401264095171472,"(2.175, 3.508]"
34,0.22819209486166003,1,0.0,T5_is_error,0,T5,2.029357676493002,"(1.926, 2.175]"
35,0.1473142857142857,0,1.0,T5_is_error,0,T5,0.9818620593425127,"(0.522, 1.664]"
36,0.16264705882352937,0,0.0,T5_is_error,0,T5,0.3238058106312465,"(0.008730000000000002, 0.522]"
37,0.17819018087855293,0,1.0,T5_is_error,0,T5,1.0433313188234263,"(0.522, 1.664]"
38,0.3294629898403483,1,0.0,T5_is_error,0,T5,2.2309727839478817,"(2.175, 3.508]"
39,0.1008590909090909,0,0.0,T5_is_error,0,T5,0.20079526754174654,"(0.008730000000000002, 0.522]"
40,0.33432380952380947,0,0.5,T5_is_error,0,T5,1.0098791244912433,"(0.522, 1.664]"
41,0.030270334928229652,0,0.0,T5_is_error,0,T5,0.060263680206781405,"(0.008730000000000002, 0.522]"
42,0.0320531914893617,0,0.5,T5_is_error,0,T5,0.4081038251982637,"(0.008730000000000002, 0.522]"
43,0.0579710144927536,1,0.0,T5_is_error,0,T5,1.6904731290928339,"(1.664, 1.926]"
44,0.09836235489220554,1,0.5,T5_is_error,0,T5,2.1151769536180156,"(1.926, 2.175]"
45,0.09636470588235291,1,0.0,T5_is_error,0,T5,1.7669091891941349,"(1.664, 1.926]"
46,0.3536654135338346,1,0.0,T5_is_error,0,T5,2.279156166297348,"(2.175, 3.508]"
47,0.2247,1,0.0,T5_is_error,0,T5,2.0224054412932997,"(1.926, 2.175]"
48,0.15257931034482755,0,0.5,T5_is_error,0,T5,0.6480531848763633,"(0.522, 1.664]"
49,0.08823529411764705,1,0.0,T5_is_error,0,T5,1.7507247541021862,"(1.664, 1.926]"
50,0.06719219219219215,1,0.5,T5_is_error,0,T5,2.05312185176993,"(1.926, 2.175]"
51,0.09691666666666665,1,0.0,T5_is_error,0,T5,1.7680080600282844,"(1.664, 1.926]"
52,0.5,0,0.5,T5_is_error,0,T5,1.339715480263567,"(0.522, 1.664]"
53,0.06606598639455774,0,0.0,T5_is_error,0,T5,0.13152743390738716,"(0.008730000000000002, 0.522]"
54,0.2039384615384615,1,0.5,T5_is_error,0,T5,2.3253630894335644,"(2.175, 3.508]"
55,0.2593052109181141,1,0.0,T5_is_error,0,T5,2.091299207061071,"(1.926, 2.175]"
56,0.4791666666666667,0,0.0,T5_is_error,0,T5,0.9539487037132115,"(0.522, 1.664]"
57,0.4130434782608695,0,0.0,T5_is_error,0,T5,0.8223073892121443,"(0.522, 1.664]"
58,0.026091176470588198,0,0.0,T5_is_error,0,T5,0.051943604812111834,"(0.008730000000000002, 0.522]"
59,0.3703769230769231,1,0.0,T5_is_error,0,T5,2.312426266191025,"(2.175, 3.508]"
60,0.121527027027027,1,0.5,T5_is_error,0,T5,2.1612943288283555,"(1.926, 2.175]"
61,0.0975559176672384,0,1.0,T5_is_error,0,T5,0.8828006387567062,"(0.522, 1.664]"
62,0.0702614379084967,0,0.0,T5_is_error,0,T5,0.13987994632452883,"(0.008730000000000002, 0.522]"
63,0.2316469387755102,0,0.5,T5_is_error,0,T5,0.8054649309225427,"(0.522, 1.664]"
64,0.391304347826087,1,0.0,T5_is_error,0,T5,2.354089618632459,"(2.175, 3.508]"
65,0.3181818181818182,1,0.0,T5_is_error,0,T5,2.208513669346099,"(2.175, 3.508]"
66,0.24999999999999994,0,0.0,T5_is_error,0,T5,0.4977123671547189,"(0.008730000000000002, 0.522]"
67,0.17179032258064508,1,0.0,T5_is_error,0,T5,1.9170702381181808,"(1.664, 1.926]"
68,0.25057809543830145,1,0.0,T5_is_error,0,T5,2.0739248338455107,"(1.926, 2.175]"
69,0.01335833333333325,0,0.0,T5_is_error,0,T5,0.02659443081830032,"(0.008730000000000002, 0.522]"
70,0.0666666666666666,1,0.5,T5_is_error,0,T5,2.052075609556692,"(1.926, 2.175]"
71,0.0113848484848484,0,0.0,T5_is_error,0,T5,0.022665519556366854,"(0.008730000000000002, 0.522]"
72,0.12573152454780365,1,0.0,T5_is_error,0,T5,1.8253741045292744,"(1.664, 1.926]"
73,0.3846153846153846,1,0.0,T5_is_error,0,T5,2.3407728997788215,"(2.175, 3.508]"
74,0.08388157894736839,1,0.5,T5_is_error,0,T5,2.086347908523048,"(1.926, 2.175]"
75,0.14501515151515149,0,0.0,T5_is_error,0,T5,0.28870333733562514,"(0.008730000000000002, 0.522]"
76,0.3472222222222222,1,0.0,T5_is_error,0,T5,2.2663287422984144,"(2.175, 3.508]"
77,0.12155351473922896,0,0.0,T5_is_error,0,T5,0.24199475022735067,"(0.008730000000000002, 0.522]"
78,0.22058823529411759,1,0.0,T5_is_error,0,T5,2.014219536713508,"(1.926, 2.175]"
79,0.5454545454545454,0,0.0,T5_is_error,0,T5,1.0859178919739323,"(0.522, 1.664]"
80,0.30169986962190354,1,0.0,T5_is_error,0,T5,2.175700590813789,"(2.175, 3.508]"
81,0.0555555555555555,1,0.5,T5_is_error,0,T5,2.0299550599053715,"(1.926, 2.175]"
82,0.3456322580645161,1,0.0,T5_is_error,0,T5,2.263163362999922,"(2.175, 3.508]"
83,0.25,1,0.5,T5_is_error,0,T5,2.417064678803486,"(2.175, 3.508]"
84,0.32199519230769225,1,0.0,T5_is_error,0,T5,2.21610552319824,"(2.175, 3.508]"
85,0.0141535714285714,0,0.0,T5_is_error,0,T5,0.028177630157630678,"(0.008730000000000002, 0.522]"
86,0.24991659716430353,1,0.0,T5_is_error,0,T5,2.0726078903582295,"(1.926, 2.175]"
87,0.0517127799736495,1,0.0,T5_is_error,0,T5,1.6780139262259832,"(1.664, 1.926]"
88,0.1018428571428571,1,0.0,T5_is_error,0,T5,1.7778153637201235,"(1.664, 1.926]"
89,0.06699346405228755,1,0.0,T5_is_error,0,T5,1.7084354680040728,"(1.664, 1.926]"
90,0.02667990867579905,1,0.0,T5_is_error,1,T5,1.628177247704653,"(0.522, 1.664]"
91,0.06652542372881355,1,0.0,T5_is_error,0,T5,1.7075036701747923,"(1.664, 1.926]"
92,0.3555555555555555,1,0.0,T5_is_error,0,T5,2.282919154536905,"(2.175, 3.508]"
93,0.2024205882352941,0,0.0,T5_is_error,0,T5,0.4029889205257556,"(0.008730000000000002, 0.522]"
94,0.32461088435374147,1,0.0,T5_is_error,0,T5,2.221312972318188,"(2.175, 3.508]"
95,0.2706804597701149,0,1.0,T5_is_error,0,T5,1.227465541407104,"(0.522, 1.664]"
96,0.06178048780487805,0,0.0,T5_is_error,0,T5,0.12299565131735642,"(0.008730000000000002, 0.522]"
97,0.12784090909090903,0,0.5,T5_is_error,0,T5,0.5988027518855192,"(0.522, 1.664]"
98,0.07633367003367,0,0.0,T5_is_error,0,T5,0.15196884642426053,"(0.008730000000000002, 0.522]"
99,0.15619967793880835,1,0.0,T5_is_error,0,T5,1.8860316115175544,"(1.664, 1.926]"
100,0.1044656126482213,0,0.5,T5_is_error,0,T5,0.5522660553837856,"(0.522, 1.664]"
101,0.3262545454545454,1,0.0,T5_is_error,0,T5,2.224585254147313,"(2.175, 3.508]"
102,0.445578947368421,1,0.0,T5_is_error,0,T5,2.4621421762908176,"(2.175, 3.508]"
103,0.2277183600713012,1,0.0,T5_is_error,1,T5,2.0284145418373503,"(1.926, 2.175]"
104,0.11146765089014321,1,0.0,T5_is_error,0,T5,1.7969768792374743,"(1.664, 1.926]"
105,0.008840326340326301,0,0.0,T5_is_error,0,T5,0.01759975899705607,"(0.008730000000000002, 0.522]"
106,0.0398052631578947,0,0.0,T5_is_error,0,T5,0.07924628700612918,"(0.008730000000000002, 0.522]"
107,0.22027717717717715,0,0.5,T5_is_error,0,T5,0.7828294470861781,"(0.522, 1.664]"
108,0.2881285714285714,1,0.0,T5_is_error,0,T5,2.1486821790171255,"(1.926, 2.175]"
109,0.20066666666666666,0,0.0,T5_is_error,0,T5,0.3994971267028544,"(0.008730000000000002, 0.522]"
110,0.09510854700854696,1,0.0,T5_is_error,0,T5,1.7644083659677174,"(1.664, 1.926]"
111,0.1902573529411764,1,0.0,T5_is_error,0,T5,1.9538353156984134,"(1.926, 2.175]"
112,0.0587285714285714,0,0.0,T5_is_error,0,T5,0.11691974522131708,"(0.008730000000000002, 0.522]"
113,0.16937186874749896,0,1.0,T5_is_error,0,T5,1.0257753868032022,"(0.522, 1.664]"
114,0.03164827586206885,1,0.0,T5_is_error,0,T5,1.6380685188773416,"(0.522, 1.664]"
115,0.05270000000000005,0,0.0,T5_is_error,0,T5,0.10491776699621487,"(0.008730000000000002, 0.522]"
116,0.2091474095796676,0,0.5,T5_is_error,0,T5,0.7606717551788246,"(0.522, 1.664]"
117,0.3003337041156841,1,0.0,T5_is_error,0,T5,2.1729807609416865,"(1.926, 2.175]"
118,0.11290420420420419,1,0.5,T5_is_error,0,T5,2.144127586593544,"(1.926, 2.175]"
119,0.7142857142857143,1,0.0,T5_is_error,0,T5,2.997096900422407,"(2.175, 3.508]"
120,0.10807026713124271,0,1.0,T5_is_error,0,T5,0.9037331257999923,"(0.522, 1.664]"
121,0.3756521739130435,1,0.0,T5_is_error,0,T5,2.3229284965149466,"(2.175, 3.508]"
122,0.37499999999999994,1,0.0,T5_is_error,0,T5,2.3216301164267166,"(2.175, 3.508]"
123,0.3450578420467185,0,0.0,T5_is_error,0,T5,0.6869582214814857,"(0.522, 1.664]"
124,0.032531194295900095,0,0.0,T5_is_error,0,T5,0.06476471087753012,"(0.008730000000000002, 0.522]"
125,0.048457282502443744,0,0.0,T5_is_error,0,T5,0.09647115512070488,"(0.008730000000000002, 0.522]"
126,0.1748941391941391,1,0.0,T5_is_error,0,T5,1.9232494697738458,"(1.664, 1.926]"
127,0.0957446808510638,1,0.0,T5_is_error,1,T5,1.7656748126900625,"(1.664, 1.926]"
128,0.359375,0,0.0,T5_is_error,0,T5,0.7154615277849086,"(0.522, 1.664]"
129,0.05066666666666665,1,0.0,T5_is_error,0,T5,1.6759312721046613,"(1.664, 1.926]"
130,0.054408108108108005,1,0.0,T5_is_error,0,T5,1.6833799188102234,"(1.664, 1.926]"
131,0.1324384615384615,1,0.5,T5_is_error,0,T5,2.1830173524273144,"(2.175, 3.508]"
132,0.40652173913043477,1,0.0,T5_is_error,0,T5,2.3843851540244856,"(2.175, 3.508]"
133,0.32553902439024385,0,0.5,T5_is_error,0,T5,0.9923899396761532,"(0.522, 1.664]"
134,0.43474146341463415,1,0.5,T5_is_error,0,T5,2.784857123074384,"(2.175, 3.508]"
135,0.03749324324324325,1,0.0,T5_is_error,0,T5,1.6497049690822474,"(0.522, 1.664]"
136,0.0297,0,0.5,T5_is_error,0,T5,0.4034189751721095,"(0.008730000000000002, 0.522]"
137,0.12694836601307186,1,0.0,T5_is_error,0,T5,1.827796652713797,"(1.664, 1.926]"
138,0.18232286361063949,0,1.0,T5_is_error,0,T5,1.0515588680445713,"(0.522, 1.664]"
139,0.2708333333333333,1,0.0,T5_is_error,0,T5,2.114249963445584,"(1.926, 2.175]"
140,0.1554411764705882,1,0.0,T5_is_error,0,T5,1.8845215492726017,"(1.664, 1.926]"
141,0.3256427158866183,1,0.0,T5_is_error,0,T5,2.22336719357712,"(2.175, 3.508]"
142,0.23353333333333332,0,1.0,T5_is_error,0,T5,1.1535112044797193,"(0.522, 1.664]"
143,0.2896518038852913,1,0.0,T5_is_error,0,T5,2.1517147055441694,"(1.926, 2.175]"
144,0.2357,1,0.0,T5_is_error,0,T5,2.0443047854481073,"(1.926, 2.175]"
145,0.2647058823529411,1,0.0,T5_is_error,0,T5,2.102051130917282,"(1.926, 2.175]"
146,0.1364307692307692,0,0.0,T5_is_error,0,T5,0.27161312442634133,"(0.008730000000000002, 0.522]"
147,0.0522666666666666,0,0.5,T5_is_error,0,T5,0.44834581151394204,"(0.008730000000000002, 0.522]"
148,0.08135775862068964,0,0.0,T5_is_error,0,T5,0.16197105051802274,"(0.008730000000000002, 0.522]"
149,0.09364259094942315,1,0.0,T5_is_error,0,T5,1.7614898681263922,"(1.664, 1.926]"
150,0.061527426810477646,1,0.5,T5_is_error,0,T5,2.0418441566198933,"(1.926, 2.175]"
151,0.09813962264150941,1,0.0,T5_is_error,0,T5,1.7704427812809442,"(1.664, 1.926]"
152,0.20973492063492066,1,0.0,T5_is_error,0,T5,1.9926122209914923,"(1.926, 2.175]"
153,0.2800367816091953,0,0.0,T5_is_error,0,T5,0.5575110778604068,"(0.522, 1.664]"
154,0.2010222222222222,0,1.0,T5_is_error,0,T5,1.0887864761999544,"(0.522, 1.664]"
155,0.2871435897435898,1,0.0,T5_is_error,0,T5,2.1467212287529804,"(1.926, 2.175]"
156,0.1435185185185185,1,0.0,T5_is_error,0,T5,1.8607853320241992,"(1.664, 1.926]"
157,0.1554411764705882,1,0.0,T5_is_error,0,T5,1.8845215492726017,"(1.664, 1.926]"
158,0.3376636363636363,1,0.0,T5_is_error,0,T5,2.2472990367211008,"(2.175, 3.508]"
159,0.1672852598091198,1,0.0,T5_is_error,0,T5,1.9081013362933952,"(1.664, 1.926]"
160,0.3865207373271889,1,0.0,T5_is_error,0,T5,2.3445661702126483,"(2.175, 3.508]"
161,0.17985714285714274,1,0.0,T5_is_error,0,T5,1.9331300629790902,"(1.926, 2.175]"
162,0.3069568627450979,0,0.0,T5_is_error,0,T5,0.6111049070849954,"(0.522, 1.664]"
163,0.064727536231884,1,0.5,T5_is_error,0,T5,2.0482150927610228,"(1.926, 2.175]"
164,0.5084864661654136,1,0.0,T5_is_error,1,T5,2.5873815766599417,"(2.175, 3.508]"
165,0.3205128205128205,0,0.0,T5_is_error,0,T5,0.6380927784034859,"(0.522, 1.664]"
166,0.126663768115942,1,0.0,T5_is_error,0,T5,1.827230061141526,"(1.664, 1.926]"
167,0.222855462184874,1,0.0,T5_is_error,0,T5,2.018733244164209,"(1.926, 2.175]"
168,0.35,1,0.0,T5_is_error,0,T5,2.271858879711245,"(2.175, 3.508]"
169,0.1412588235294117,1,0.0,T5_is_error,0,T5,1.8562866194558951,"(1.664, 1.926]"
170,0.1179072463768115,1,0.0,T5_is_error,0,T5,1.8097971444902283,"(1.664, 1.926]"
171,0.1589987158319574,1,0.0,T5_is_error,0,T5,1.8916040746197744,"(1.664, 1.926]"
172,0.5182056155112493,1,0.0,T5_is_error,0,T5,2.6067309399705265,"(2.175, 3.508]"
173,0.2312925170068027,1,0.0,T5_is_error,0,T5,2.035530150273154,"(1.926, 2.175]"
174,0.2526999999999999,1,0.0,T5_is_error,0,T5,2.078149226414628,"(1.926, 2.175]"
175,0.1506836257309941,1,0.0,T5_is_error,0,T5,1.8750499819107533,"(1.664, 1.926]"
176,0.1751999999999999,1,0.0,T5_is_error,0,T5,1.9238583925966652,"(1.664, 1.926]"
177,0.33959183673469384,1,0.0,T5_is_error,0,T5,2.2511377934052117,"(2.175, 3.508]"
178,0.1332056603773584,0,0.0,T5_is_error,0,T5,0.26519241817929046,"(0.008730000000000002, 0.522]"
179,0.1217322580645161,0,0.5,T5_is_error,0,T5,0.5866413472356466,"(0.522, 1.664]"
180,0.0598481481481481,0,0.0,T5_is_error,0,T5,0.11914865393856441,"(0.008730000000000002, 0.522]"
181,0.26041666666666663,1,0.0,T5_is_error,0,T5,2.0935119481474707,"(1.926, 2.175]"
182,0.11846363636363624,1,0.0,T5_is_error,0,T5,1.8109048331998432,"(1.664, 1.926]"
183,0.13333333333333325,1,0.0,T5_is_error,0,T5,1.8405081615104883,"(1.664, 1.926]"
184,0.1538461538461538,1,0.0,T5_is_error,0,T5,1.8813460993283115,"(1.664, 1.926]"
185,0.08135775862068964,0,0.0,T5_is_error,0,T5,0.16197105051802274,"(0.008730000000000002, 0.522]"
