sentence,is_citation,Multi_Citation_Flag,is_narrative,ground_truth,BART_pred,T5_pred,SciBERT_pred,RoBERTa_pred,DeepSeek_pred,LLaMA3_pred,BART_is_correct,T5_is_correct,SciBERT_is_correct,RoBERTa_is_correct,DeepSeek_is_correct,LLaMA3_is_correct,Citation_Relative_Position,Sentence_Length,Negation_Count,Semantic_Depth,BART_shap_pos,BART_shap_keyword_token,BART_shap_pos_abs_dist,T5_shap_pos,T5_shap_keyword_token,T5_shap_pos_abs_dist,SCIBERT_shap_pos,SCIBERT_shap_keyword_token,SCIBERT_shap_pos_abs_dist,ROBERTA_shap_pos,ROBERTA_shap_keyword_token,ROBERTA_shap_pos_abs_dist,DEEPSEEK_shap_pos,DEEPSEEK_shap_keyword_token,DEEPSEEK_shap_pos_abs_dist,LLAMA3_shap_pos,LLAMA3_shap_keyword_token,LLAMA3_shap_pos_abs_dist,BART_is_error,T5_is_error,SciBERT_is_error,RoBERTa_is_error,DeepSeek_is_error,LLaMA3_is_error,Negation_Norm,BART_HI_Score,T5_HI_Score,SciBERT_HI_Score,RoBERTa_HI_Score,DeepSeek_HI_Score,LLaMA3_HI_Score,Global_Gap,HPI_global
"The exploration of Big Data analytics underscores its ability to drive strategic business decisions (Scott, 2020).",1,0,0,2,2,2,2,1,2,2,1,1,1,0,1,1,0.8707,16,0,1,0.85,", ",0.0207,0.5238095238095238,drive ,0.3468904761904762,0.7916666666666666,", ",0.0790333333333334,0.7,decisions ,0.1707,0.6666666666666666, (,0.2040333333333334,0.7619047619047619,Scott,0.1087952380952381,0,0,0,1,0,0,0.0,2.623766864070061,0.2296763129205637,1.6375841031889566,3.063589607608991,1.8208954003630229,0.7399669778555857,0.13974761904761904,1.853278038816344
"The approach in [630] does not generalize well across different environments, limiting its applicability. A deeper theoretical analysis is missing, making the conclusions less convincing. The proposed approach introduces a significant computational overhead.",1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.062,33,1,1,0.0930232558139534,[,0.0310232558139534,0.8043478260869565,approach ,0.7423478260869565,0.119047619047619,63,0.057047619047619,0.0930232558139534,[,0.0310232558139534,0.238095238095238, not,0.176095238095238,0.6097560975609756, missing,0.5477560975609757,0,0,0,0,0,0,0.5,3.1893951654973365,-0.1978399956468,1.6721250143233952,2.9423445772250902,2.079783956657756,1.071536157117562,0.11657142857142849,2.1514284782763387
The implementation described in [427] introduces unnecessary complexity without clear benefits. Further investigation is required to determine the practical implications of this method. The statistical methods used in the study are outdated and insufficient.,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.124,34,2,0,0.175,] ,0.0509999999999999,0.0476190476190476,described ,0.0763809523809523,0.1860465116279069,] ,0.0620465116279069,0.125,[,0.001,0.1219512195121951, [,0.0020487804878048,0.2307692307692307, unnecessary,0.1067692307692307,0,0,0,0,0,0,1.0,1.180430467721622,0.7672789337331518,0.1686880795919501,0.9581177996146572,0.5735508425855992,-0.0813154846975698,0.0565232558139534,0.8011107857100757
[31] fails to address fundamental issues related to model stability.,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0.0,10,1,0,0.2857142857142857,fails ,0.2857142857142857,0.6153846153846154,related ,0.6153846153846154,0.2857142857142857,fails ,0.2857142857142857,0.0714285714285714,[,0.0714285714285714,0.3571428571428571, fails,0.3571428571428571,0.3076923076923077, fails,0.3076923076923077,0,0,0,0,0,0,0.5,1.0117727815580382,-0.9268496772773216,0.3236320340206534,0.7828090007150019,0.6296682167299286,0.2048453738383037,0.2967032967032967,0.9349823465333559
"Despite its impressive advancements, deep learning remains highly dependent on computationally expensive infrastructure [3762]. Future research will likely focus on reducing the risks associated with deep learning-based automation. Ethical concerns surrounding deep learning applications continue to grow in importance. Despite improvements, many deep learning models remain vulnerable to adversarial attacks.",1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2934,50,0,1,0.046875,impressive ,0.246525,0.8115942028985508,", ",0.5181942028985508,0.78125,Despite ,0.48785,0.21875,expensive ,0.07465,0.1111111111111111, learning,0.1822888888888889,0.1129032258064516, learning,0.1804967741935483,0,0,0,0,0,0,0.0,2.989612393831843,-0.1592598507690974,2.021676625845005,2.6522575223214298,1.799958509879052,0.8091860816420257,0.21440694444444444,2.0019135171100575
The results in [20] indicate that the method does not scale effectively.,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.2083,12,1,1,0.25,[,0.0416999999999999,0.6,method ,0.3916999999999999,0.75,not ,0.5417,0.25,[,0.0416999999999999,0.25, [,0.0416999999999999,0.8, not,0.5917,0,0,0,0,0,0,0.5,3.2066919179954003,0.5982875779044179,2.12746690908778,2.988067507471091,1.9503799431978464,1.113958644964091,0.2166999999999999,2.3507693914984777
"In [4725], the authors fail to address key limitations, which undermines the credibility of their proposed approach. The research presents incremental improvements rather than groundbreaking advancements.",1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0.0147,26,2,0,0.0606060606060606,[,0.0459060606060606,0.7647058823529411,incremental ,0.7500058823529411,0.2307692307692307,fail ,0.2160692307692308,0.0606060606060606,[,0.0459060606060606,0.2857142857142857, fail,0.2710142857142857,0.25, fail,0.2353,0,0,0,0,0,0,1.0,1.1721780822189092,-0.7621512839497447,0.3133959145823738,1.1504270505375154,0.8325273982423889,0.0427653249929948,0.2256846153846154,1.1378855885221748
"The global interest in deep learning has led to remarkable improvements in various fields, from healthcare to finance [3196]. Future research will likely unlock even more sophisticated applications of these models. This field continues to inspire breakthroughs in computational intelligence.",1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4055,40,0,1,0.7916666666666666,field ,0.3861666666666666,0.851063829787234,inspire ,0.445563829787234,0.2156862745098039,improvements ,0.1898137254901961,0.4166666666666667,[,0.0111666666666666,0.2040816326530612, remarkable,0.2014183673469388,0.2127659574468085, remarkable,0.1927340425531915,0,0,0,0,0,0,0.0,3.215837477496117,0.0056436176382408,1.7416647920495438,2.3803914954499525,1.8183775500396293,0.8209996744148118,0.19707620495006514,1.9674106235969002
"The forecasting model by (Brown & White, 2024) provided overly conservative predictions during periods of high market volatility.",1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.1908,18,0,1,0.4347826086956521,2024,0.2439826086956521,0.5357142857142857,) ,0.3449142857142857,0.56,overl,0.3692000000000001,0.4347826086956521,2024,0.2439826086956521,0.6538461538461539, overly,0.4630461538461539,0.625, overly,0.4342,0,0,0,0,0,0,0.0,2.9854936182596035,0.234163150173319,1.9102022620801384,3.3774208231227334,2.0702888981309897,1.05410565901305,0.35705714285714285,2.285908588818355
"The approach in [361] does not generalize well across different environments, limiting its applicability. Several key assumptions remain unverified, affecting the reliability of the findings.",1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.0838,25,1,1,0.1142857142857142,[,0.0304857142857142,0.8205128205128205,affecting ,0.7367128205128205,0.2,] ,0.1162,0.1142857142857142,[,0.0304857142857142,0.1176470588235294, [,0.0338470588235294,0.1515151515151515,361,0.0677151515151515,0,0,0,0,0,0,0.5,3.188524326727636,-0.1850460098270448,1.727700016698816,2.940042567045608,1.942818647722632,0.6081150663821046,0.05078110516934045,2.0204498478910278
"The reliance on correlational findings in (Lopez & Varma, 2024) discouraged further necessary qualitative research to establish context and causality.",1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.2763,20,0,1,0.5172413793103449,2024,0.2409413793103448,0.8823529411764706,and ,0.6060529411764706,0.5862068965517241,discour,0.3099068965517241,0.5172413793103449,2024,0.2409413793103448,0.2580645161290322, (,0.0182354838709677,0.6333333333333333, discouraged,0.3570333333333333,0,0,0,0,0,0,0.0,2.98056670504984,-0.358738526855701,1.854495047730868,3.364396822863532,1.6419977864787243,0.9796106370161712,0.27542413793103443,2.1233895643394503
"Miller's study provides a convincing argument for the adoption of open source software development, highlighting its role in promoting innovation, collaboration and transparency across the technology sector, which could lead to widespread improvements in software quality (Miller, 2011).",1,0,0,2,2,2,2,2,2,2,1,1,1,1,1,1,0.9446,38,0,0,0.1304347826086956,convincing ,0.8141652173913044,0.96,2011,0.0153999999999999,0.0208333333333333,Miller,0.9237666666666666,0.1304347826086956,convincing ,0.8141652173913043,0.14, convincing,0.8046,0.1276595744680851, convincing,0.8169404255319149,0,0,0,0,0,0,0.0,1.3189802071078818,-0.0349648956033973,0.86789971709952,3.486645253911149,0.7747184402178042,0.7886565222912243,0.8141652173913043,1.62088039041145
"Algorithm 1 SCL (Blitzer et al., 2006) 1: Select m pivot features.",1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.25,12,0,1,0.9047619047619048,features,0.6547619047619048,0.7777777777777778,Select ,0.5277777777777778,0.5909090909090909,) ,0.3409090909090909,0.5238095238095238,"., ",0.2738095238095238,0.68,),0.43,0.9565217391304348, features,0.7065217391304348,0,0,0,0,0,0,0.0,3.6509725031684033,-0.1810188569482866,1.8836223118800648,3.505153953695184,2.038470025693891,1.3169991442841085,0.4788888888888889,2.5284572556665665
"Semantic features are used for classifying entities into semantic types such as name of person, organization, or place, while syntactic features characterize the kinds of dependency 5It is worth noting that the present approach can be recast into one based on constraint relaxation (Tromble and Eisner, 2006).",1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9068,47,0,1,0.9838709677419356,).,0.0770709677419355,0.9571428571428572,", ",0.0503428571428571,0.9833333333333332,.,0.0765333333333332,0.967741935483871,2006,0.0609419354838709,0.46875, ,0.43805,1.0,).,0.0931999999999999,0,0,0,0,0,0,0.0,2.715090085842375,0.9029721922345978,1.6352352965356722,2.5935530271348,2.046221061542453,0.7249116741197154,0.07680215053763435,1.7279630862812745
"The left-to-right parser would likely improve if we were to use a left-corner transform (Collins & Roark, 2004).",1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.7719,18,0,1,0.9666666666666668,).,0.1947666666666667,0.2972972972972973,improve ,0.4746027027027027,0.3333333333333333,improve ,0.4385666666666667,0.2333333333333333,parser ,0.5385666666666666,0.125,to,0.6469,0.0357142857142857,The,0.7361857142857143,0,0,0,0,0,0,0.0,2.9057618242406984,-0.060287626513038,1.9753738173532631,4.638970795612991,2.2473147058868337,1.345636100850511,0.5065846846846846,2.5835954160096035
"Virtual reality applications can cause discomfort and disorientation, limiting their practical use (Lee, 2019).",1,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0.885,14,0,1,0.7619047619047619,(,0.1230952380952381,0.9545454545454546,).,0.0695454545454545,0.8181818181818182,201,0.0668181818181817,0.9047619047619048,2019,0.0197619047619047,0.6521739130434783, (,0.2328260869565217,0.6190476190476191, practical,0.2659523809523809,0,0,0,1,0,1,0.0,2.789651244125574,0.8593736978517477,1.6261076915290915,2.4172004200648134,1.8486188370726075,0.8916830661593802,0.0963203463203463,1.7668208759836859
"Apart from the fact that we present an alternative model, our work differs from Marcu and Echihabi (2002) in two important ways.",1,0,1,1,0,1,1,1,0,1,0,1,1,1,0,1,0.6947,22,0,1,0.4516129032258064,differs ,0.2430870967741936,0.9666666666666668,.,0.2719666666666667,0.7666666666666667,2002,0.0719666666666667,0.7741935483870968,2002,0.0794935483870967,0.4375, differs,0.2572,0.935483870967742, important,0.2407838709677419,1,0,0,0,1,0,0.0,2.984042853139205,0.3997869089081511,1.6309448097156731,2.672999915431848,1.8720875418887248,0.8673859339140106,0.24193548387096775,2.056718695199205
"A similar approach was taken in (Weischedel et al. , 1993) where an unknown word was guessed given the probabilities for an unknown word to be of a particular POS, its capitalisation feature and its ending.",1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1594,36,0,1,0.0666666666666666,approach ,0.0927333333333333,0.5490196078431373,probabil,0.3896196078431373,0.1739130434782608,Wei,0.0145130434782608,0.3333333333333333,1993,0.1739333333333333,0.3265306122448979, ,0.1671306122448979,0.9148936170212766, feature,0.7554936170212766,0,0,0,0,0,0,0.0,2.7404637443704725,0.1326620513972437,1.57696582875559,3.077436288946105,1.7853631874355738,1.3642755302975864,0.17053197278911558,1.9145650531043776
The groundbreaking techniques introduced in [26] have significantly improved real-world applications.,1,0,0,2,2,2,2,2,2,2,1,1,1,1,1,1,0.4356,11,0,0,0.3529411764705882,[,0.0826588235294117,0.6875,real,0.2519,0.4736842105263157,26,0.0380842105263157,0.3529411764705882,[,0.0826588235294117,0.5294117647058824,],0.0938117647058823,0.0666666666666666,The,0.3689333333333333,0,0,0,0,0,0,0.0,0.1339105992853014,-0.5719257923698607,0.035780978827714,0.353984656426543,0.0903277454971672,0.3561602174779497,0.088235294117647,0.17566318840754774
"(Foster & Davis, 2024) successfully used machine learning to predict process priority needs, optimizing overall throughput.",1,0,0,2,2,2,2,2,2,2,1,1,1,1,1,1,0.0,16,0,0,0.3043478260869565,2024,0.3043478260869565,0.7777777777777778,optimiz,0.7777777777777778,0.391304347826087,successfully ,0.391304347826087,0.0434782608695652,(,0.0434782608695652,0.5, successfully,0.5,0.391304347826087,),0.391304347826087,0,0,0,0,0,0,0.0,0.4930556478097155,-1.765903818353414,0.3676393022531732,0.186194728871992,0.4814307980473553,0.3777567084074985,0.391304347826087,0.7790280529378211
"(Lopez & Varma, 2023) overstated the practical significance of a statistically small effect size found using a massive dataset.",1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.0,19,0,1,0.3928571428571428,over,0.3928571428571428,0.7352941176470589,effect ,0.7352941176470589,0.3571428571428571,over,0.3571428571428571,0.3214285714285714,23,0.3214285714285714,0.4666666666666667, over,0.4666666666666667,0.4074074074074074, overst,0.4074074074074074,0,0,0,0,0,0,0.0,3.2266763164477976,-0.6521738673072859,1.8988743031351565,3.709081513888319,2.0737749508840304,1.0282406727339322,0.4001322751322751,2.37166469301899
"The results presented in [82] fail to provide compelling evidence that the proposed method offers any tangible improvements over conventional models, casting doubt on its scientific merit.",1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.133,27,1,0,0.25,fail ,0.1169999999999999,0.7419354838709677,", ",0.6089354838709677,0.25,fail ,0.1169999999999999,0.25,fail ,0.1169999999999999,0.28125, fail,0.14825,0.2580645161290322, fail,0.1250645161290322,0,0,0,0,0,0,0.5,0.7384488925487461,-0.9122072610365896,0.1651211393047335,0.9779676758198308,0.4285333068885727,0.028540475137471,0.12103225806451604,0.5852477526076133
"The research in [37] claims to propose an innovative solution, yet it fails to adequately benchmark its performance against state-of-the-art methods, leaving its real impact and usability highly questionable.",1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.0769,29,1,0,0.951219512195122,questionable,0.874319512195122,0.238095238095238,innovative ,0.161195238095238,0.3902439024390244,fails ,0.3133439024390244,0.1463414634146341,] ,0.0694414634146341,0.4146341463414634, fails,0.3377341463414633,0.4324324324324324, fails,0.3555324324324325,0,0,0,0,0,0,0.5,1.965336784225744,0.1043635799366553,0.3495906850569564,0.7742992528434303,0.6109803144695578,0.2510291899702564,0.32553902439024385,0.9923899396761532
A potential caveat with Lins (1998) distributional similarity measure is its reliance on syntactic information for obtaining dependency relations.,1,0,1,0,0,0,1,0,0,0,1,1,0,1,1,1,0.1678,19,0,1,0.1153846153846153,caveat ,0.0524153846153847,0.1333333333333333,with ,0.0344666666666666,0.24,Lin,0.0721999999999999,0.3076923076923077,1998,0.1398923076923077,0.074074074074074, potential,0.0937259259259259,0.6153846153846154, its,0.4475846153846154,0,0,1,0,0,0,0.0,2.6751470553075865,0.9390182534410688,1.6311640316699798,2.931656319531733,1.7146846340056567,1.0670268756544758,0.0829629629629629,1.7402283364245004
This diversity leads different investors to adopt diversified portfolio strategies based on different asset allocation incentives [ 38 ].,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9489,19,0,1,0.9047619047619048,38 ,0.0441380952380952,0.7727272727272727,incentives ,0.1761727272727272,0.2727272727272727,to ,0.6761727272727273,0.8095238095238095,incentives ,0.1393761904761904,0.8095238095238095, [,0.1393761904761904,0.2, different,0.7488999999999999,0,0,0,0,0,0,0.0,2.6617375155434946,0.6172820446449883,2.198610095758125,2.929446058513947,1.7586395205926704,1.3579101958046405,0.1577744588744588,1.8891667633064853
"(Liu & Huang, 2024) designed an IR system that adaptively provided learning resources tailored to the student's current knowledge gap.",1,0,0,2,2,2,2,2,2,2,1,1,1,1,1,1,0.0,20,0,1,0.25,2024,0.25,0.21875,", ",0.21875,0.2142857142857142,202,0.2142857142857142,0.25,2024,0.25,0.064516129032258,Liu,0.064516129032258,0.25,202,0.25,0,0,0,0,0,0,0.0,2.995242032782013,0.5206125708796323,1.7646567800903472,3.4031901735986176,1.6865596423470175,0.8762829844753602,0.234375,2.0416669099021876
"(Navigli, 2006) presents an automatic approach for mapping between sense inventories; here similarities in gloss definition and structured relations between the two sense inventories are exploited in order to map between WordNet senses and distinctions made within the coarser-grained Oxford English Dictionary.",1,0,0,1,1,1,2,1,1,1,1,1,0,1,1,1,0.0032,42,0,1,0.1228070175438596,) ,0.1196070175438596,0.75,and ,0.7468,0.0714285714285714,", ",0.0682285714285714,0.1228070175438596,) ,0.1196070175438596,0.0169491525423728,(,0.0137491525423728,0.1428571428571428,),0.1396571428571428,0,0,1,0,0,0,0.0,2.7840001873535383,-0.6782973721966081,1.6274327845293342,2.8447849952482933,1.637678070335064,0.7697603896150286,0.1196070175438596,1.8131811330149197
"The study provides a thorough analysis of machine learning algorithms, significantly contributing to the field's understanding of predictive accuracy (Petrels, 1990).",1,0,0,2,2,2,2,2,2,2,1,1,1,1,1,1,0.8988,21,0,0,0.9655172413793104,).,0.0667172413793103,0.625,of ,0.2738,0.9,1990,0.0011999999999999,0.1724137931034483,thorough ,0.7263862068965518,0.40625, contributing,0.49255,0.1724137931034483, thorough,0.7263862068965518,0,0,0,0,0,0,0.0,0.1080845987674455,-0.6216485984552118,0.0011274271935763,3.1107335055375387,0.4742574791564497,0.7012374487385045,0.383175,0.7628437451380378
"We implemented an N-gram indexer/estimator using MPI inspired by the MapReduce implementation of N-gram language model indexing/estimation pipeline (Brants et al., 2007).",1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8663,22,0,1,0.9534883720930232,2007,0.0871883720930232,0.9148936170212766,.,0.0485936170212766,0.9487179487179488,),0.0824179487179487,0.9534883720930232,2007,0.0871883720930233,0.725, (,0.1412999999999999,0.7692307692307693, (,0.0970692307692306,0,0,0,0,0,0,0.0,2.7314806854422327,0.9069437505616326,1.6407640260426335,2.705952834545632,1.7604918829013476,0.728646945367208,0.08718837209302324,1.7486404899457784
"We use the n-best generation scheme interleaved with  optimization as described in (Och, 2003).",1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.866,14,0,1,0.9583333333333334,).,0.0923333333333333,0.4,le,0.4659999999999999,0.8636363636363636,2003,0.0023636363636363,0.25,best ,0.616,0.1538461538461538, n,0.7121538461538461,0.6956521739130435, (,0.1703478260869565,0,0,0,0,0,0,0.0,2.7398157283762083,-0.0407556393762154,1.5655511854498747,4.970577401243046,2.3101451283458445,0.7993885078306339,0.3181739130434782,2.208497931405635
"The pruning algorithm in (Chen & Lee, 2024) required excessive computational time for optimization, negating the eventual speed benefit.",1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.1812,19,0,1,0.4285714285714285,2024,0.2473714285714285,0.9285714285714286,benefit,0.7473714285714286,0.3703703703703703,202,0.1891703703703703,0.4285714285714285,2024,0.2473714285714285,0.1034482758620689, algorithm,0.077751724137931,0.0357142857142857,The,0.1454857142857142,0,0,0,0,0,0,0.0,2.990983641962562,-0.6795947709202963,1.7410603453351954,3.391933372275956,1.699303688575729,0.7753871657288316,0.2182708994708994,2.0096060699212424
The experimental results in [4304] confirm that the proposed approach leads to significant improvements in predictive accuracy. This work paves the way for more efficient and scalable deep learning solutions. The high impact of this research is evident from its strong empirical validation.,1,0,0,2,2,2,2,2,2,2,1,1,1,1,1,1,0.0966,43,0,0,0.1568627450980392,] ,0.0602627450980392,0.2307692307692307,approach ,0.1341692307692307,0.1568627450980392,] ,0.0602627450980392,0.0980392156862745,[,0.0014392156862745,0.0961538461538461, [,0.0004461538461538,0.1, [,0.0034,0,0,0,0,0,0,0.0,0.0976280567044894,-0.3046242303269034,0.0566182146525768,0.0061634106133665,0.0004295844044114,0.0032822860663851,0.0318313725490196,0.06337147112462514
"Even though the study by (Liu and Sun, 2017) struggles to maintain accuracy across diverse datasets, unlike more recent methods. Future research should consider addressing these structural flaws to improve overall performance.",1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.1096,32,0,0,0.3,2017,0.1903999999999999,0.9090909090909092,improve ,0.799490909090909,0.6341463414634146,. ,0.5245463414634146,0.075,the ,0.0346,0.0952380952380952, study,0.0143619047619047,0.0975609756097561, study,0.0120390243902439,0,0,0,0,0,0,0.0,0.3084556132697579,-1.815202348846044,0.4928231747140538,0.1481737652363313,0.0138285265420077,0.0116222123555789,0.11249999999999995,0.22397056521962344
"The term ""pervaporation"" was initially proposed by Kober in 1917 but did not gain significant attention until the 1950s when an American company published a paper on the separation of alcohol-water mixtures using pervaporation membranes [30].",1,0,0,2,2,0,0,1,0,2,1,0,0,0,0,1,0.9793,36,1,0,0.9803921568627452,].,0.0010921568627452,0.1568627450980392,initially ,0.8224372549019607,0.3725490196078431,not ,0.6067509803921568,0.3333333333333333,but ,0.6459666666666666,0.3928571428571428, not,0.586442857142857,0.0196078431372549,The,0.959692156862745,0,1,1,1,1,0,0.5,0.5506735520147292,-1.396951880207964,0.6252532837837494,3.243256192713224,0.8504523807144455,0.8342718503728179,0.6263588235294117,1.5912768769424026
Deep learning is playing a crucial role in shaping the future of artificial intelligence and its practical implementations [3279]. The ongoing improvements in algorithms and data processing continue to enhance AI-driven solutions.,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5348,32,0,1,0.1538461538461538,crucial ,0.3809538461538462,0.175,role ,0.3598,0.8,continue ,0.2652,0.4358974358974359,practical ,0.0989025641025641,0.475, [,0.0598,0.054054054054054, learning,0.480745945945946,0,0,0,0,0,0,0.0,3.2073924998272765,0.2003659134212406,1.8124919053035171,2.756118613064563,1.682018662819629,1.0990401030792545,0.3125,2.1972020246380373
The research outlined in [4164] introduces a novel technique that enhances model generalization and robustness. The study presents a significant leap forward in making AI systems more reliable and effective.,1,0,0,2,2,2,2,2,2,2,1,1,1,1,1,1,0.1208,30,0,0,0.2105263157894736,] ,0.0897263157894735,0.7142857142857143,significant ,0.5934857142857143,0.2162162162162162,] ,0.0954162162162162,0.2105263157894736,] ,0.0897263157894736,0.1351351351351351, [,0.0143351351351351,0.1351351351351351, [,0.0143351351351351,0,0,0,0,0,0,0.0,0.1453602193449476,-1.347478314422588,0.0896456973919395,0.3842510419453869,0.0138027510964495,0.0138388277393535,0.08972631578947354,0.17863158811060287
"The rapid progress in AI is making deep learning more accessible, with new applications emerging regularly [3350]. Future research will likely unlock even more sophisticated applications of these models. AI-driven automation is becoming more seamless due to advances in deep learning. This field continues to inspire breakthroughs in computational intelligence.",1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2964,50,0,1,0.6229508196721312,automation ,0.3265508196721312,0.0333333333333333,progress ,0.2630666666666666,0.5625,. ,0.2661,0.2622950819672131,emerging ,0.0341049180327868,0.2903225806451613, [,0.0060774193548386,0.0169491525423728,The,0.2794508474576271,0,0,0,0,0,0,0.0,3.119257421585951,0.4199938940295954,1.8133374756986995,2.478624069809937,1.630291253073302,0.9047141921969496,0.2645833333333333,2.101807154266716
"The study in [4760] lacks sufficient empirical validation, making its conclusions questionable. The authors fail to provide sufficient evidence supporting their claims. Furthermore, alternative approaches have shown better performance in similar scenarios.",1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.0508,32,2,0,0.1951219512195122,lacks ,0.1443219512195122,0.3333333333333333,its ,0.2825333333333333,0.6829268292682927,. ,0.6321268292682928,0.024390243902439,The ,0.0264097560975609,0.238095238095238, lacks,0.187295238095238,0.2, lacks,0.1492,0,0,0,0,0,0,1.0,1.33161576023709,0.2992207208505638,0.7042914567839849,1.0669345405022996,0.7519175424283835,-0.040353742746935,0.16824761904761898,1.0235371748856013
"The measure simHinate is the same as the similarity measure proposed in (Hindle, 1990), except that it does not use dependency triples with negative mutual information.",1,0,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0.4294,26,1,1,0.3714285714285714,proposed ,0.0579714285714286,0.8918918918918919,negative ,0.4624918918918919,0.5428571428571428,1990,0.1134571428571428,0.5428571428571428,1990,0.1134571428571428,0.4054054054054054, (,0.0239945945945945,0.0285714285714285,The,0.4008285714285714,0,0,0,0,1,0,0.5,3.233052282904933,0.4375582850753911,1.7251230402563555,3.2953659479261246,1.9333320882896936,0.9296955183549648,0.1134571428571428,2.145228404216926
"In [351], the authors propose a novel feature extraction method that improves interpretability. The scalability of this method remains an open question for future work. Cross-validation was performed to enhance the robustness of the conclusions. The authors conducted extensive evaluations to support their claims.",1,0,1,2,2,2,2,2,2,2,1,1,1,1,1,1,0.0096,44,0,0,0.0350877192982456,[,0.0254877192982456,0.8064516129032258,. ,0.7968516129032257,0.0892857142857142,],0.0796857142857142,0.0350877192982456,[,0.0254877192982456,0.0363636363636363, [,0.0267636363636363,0.0754716981132075,"],",0.0658716981132075,0,0,0,0,0,0,0.0,0.0412911244064485,-1.8092099647117064,0.0748665343543945,0.1091506166389524,0.0257696776263892,0.063591104966503,0.0463176672384219,0.09221150320927816
"In (Author et al., 2023), the authors explore the cutting-edge use of AI for improving supply chain efficiency.",1,0,0,2,2,2,2,2,2,2,1,1,1,1,1,1,0.0354,18,0,1,0.2307692307692307,"., ",0.1953692307692306,0.0,In ,0.0354,0.2857142857142857,202,0.2503142857142857,0.3076923076923077,23,0.2722923076923077,0.4285714285714285,"),",0.3931714285714285,0.32,202,0.2846,0,0,0,0,0,0,0.0,2.9067380021807754,0.9368991688590448,1.798506439402248,3.4986565078927234,2.0030092086262883,0.9096850720921033,0.2613032967032967,2.0952770950847572
"The paper in [4897] overstates the impact of its findings, leading to misleading conclusions about its effectiveness. Despite initial promises, the approach does not perform well under real-world conditions. Additionally, the paper lacks a thorough comparison with state-of-the-art models. The research presents incremental improvements rather than groundbreaking advancements.",1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.0345,48,2,0,0.6470588235294118,lacks ,0.6125588235294118,0.8888888888888888,incremental ,0.8543888888888889,0.056338028169014,[,0.021838028169014,0.0147058823529411,The ,0.0197941176470588,0.6666666666666666, lacks,0.6321666666666667,0.6825396825396826, lacks,0.6480396825396826,0,0,0,0,0,0,1.0,2.0901782161397344,-0.9991474479950814,0.1309112982052645,1.0386032093273532,1.1802671561996032,0.4412152394177688,0.6223627450980392,1.9276120322748742
"Until now, we have defined BestLossk, a to be the minimum of the loss given that the kth feature is updated an optimal amount: BestLossk, amin d LogLossUpda,k,d In this section we sketch a different approach, based on results from Collins, Schapire, and Singer (2002), which leads to an algorithm very similar to that for ExpLoss in Figures 3 and 4.",1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.7244,61,0,1,0.8586956521739131,similar ,0.134295652173913,0.7757009345794392,(2002),0.0513009345794391,0.8505747126436781,very ,0.126174712643678,0.7717391304347826,2002,0.0473391304347825,0.0326086956521739,",",0.6917913043478261,0.7954545454545454, leads,0.0710545454545453,0,0,0,0,0,0,0.0,2.807796362788982,0.9007969274586198,1.6818744973366089,2.535299303380488,2.290538818841955,0.7035329338584473,0.09861462904911164,1.7713884475351098
