sentence,is_citation,Multi_Citation_Flag,is_narrative,ground_truth,BART_pred,T5_pred,SciBERT_pred,RoBERTa_pred,DeepSeek_pred,LLaMA3_pred,BART_is_correct,T5_is_correct,SciBERT_is_correct,RoBERTa_is_correct,DeepSeek_is_correct,LLaMA3_is_correct,Citation_Relative_Position,Sentence_Length,Negation_Count,Semantic_Depth,BART_shap_pos,BART_shap_keyword_token,BART_shap_pos_abs_dist,T5_shap_pos,T5_shap_keyword_token,T5_shap_pos_abs_dist,SCIBERT_shap_pos,SCIBERT_shap_keyword_token,SCIBERT_shap_pos_abs_dist,ROBERTA_shap_pos,ROBERTA_shap_keyword_token,ROBERTA_shap_pos_abs_dist,DEEPSEEK_shap_pos,DEEPSEEK_shap_keyword_token,DEEPSEEK_shap_pos_abs_dist,LLAMA3_shap_pos,LLAMA3_shap_keyword_token,LLAMA3_shap_pos_abs_dist,BART_is_error,T5_is_error,SciBERT_is_error,RoBERTa_is_error,DeepSeek_is_error,LLaMA3_is_error,Negation_Norm,BART_HI_Score,T5_HI_Score,SciBERT_HI_Score,RoBERTa_HI_Score,DeepSeek_HI_Score,LLaMA3_HI_Score
The research in [217] has set a new standard for data processing techniques.,1,0,0,2,2,2,2,2,2,2,1,1,1,1,1,1,0.2105,13,0,1,0.2352941176470588,[,0.0247941176470588,0.7222222222222222,for ,0.5117222222222222,0.3529411764705882,] ,0.1424411764705882,0.2352941176470588,[,0.0247941176470588,0.2222222222222222, [,0.0117222222222222,0.3125,217,0.102,0,0,0,0,0,0,0.0,2.6303994983642953,-0.1445655566979911,1.6971572087214297,2.4387507648816937,1.6357264169718309,0.7334070027621241
"The study in [4740] lacks sufficient empirical validation, making its conclusions questionable. Additionally, the paper lacks a thorough comparison with state-of-the-art models.",1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.0734,22,2,0,0.2222222222222222,lacks ,0.1488222222222222,0.6153846153846154,s ,0.5419846153846154,0.1111111111111111,[,0.0377111111111111,0.9166666666666666,art ,0.8432666666666666,0.6486486486486487, lacks,0.5752486486486487,0.6875, lacks,0.6141,0,0,0,0,0,0,1.0,1.3389063792077887,-0.2898498629864975,0.14582441933427615,4.565106913286737,1.125462982524227,0.40845060791849364
"[38] lacks a clear theoretical foundation, making its conclusions uncertain.",1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0.0,10,1,0,0.2666666666666666,lacks ,0.2666666666666666,0.625,", ",0.625,0.1333333333333333,38,0.1333333333333333,0.0666666666666666,[,0.0666666666666666,0.3333333333333333, lacks,0.3333333333333333,0.2857142857142857, lacks,0.2857142857142857,0,0,0,0,0,0,0.5,0.9809148770692668,-0.9486809058009213,0.18046667610619016,0.7624162446956882,0.6067429406324354,0.18362826933678367
The study in [163] overlooks crucial factors affecting the accuracy of results.,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.1646,12,0,1,0.4117647058823529,overlook,0.2471647058823529,0.6666666666666666,affecting ,0.5020666666666667,0.4117647058823529,overlo,0.2471647058823529,0.3529411764705882,] ,0.1883411764705882,0.5294117647058824, overlooks,0.3648117647058824,0.4375, overlook,0.2729,0,0,0,0,0,0,0.0,2.9906487429403166,-0.12264312215300377,1.7955473377765307,3.1391375712172462,1.9757027774119993,0.898390146510719
"The work in [4739] introduces unnecessary complexity without delivering clear benefits over simpler alternatives. Several important benchmarks are missing, making it difficult to evaluate the method's effectiveness. The authors fail to provide sufficient evidence supporting their claims. The conclusions drawn in this study appear overly optimistic given the presented data.",1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.032,50,2,0,0.1166666666666666,] ,0.0846666666666666,0.8615384615384616,appear ,0.8295384615384616,0.064516129032258,[,0.032516129032258,0.0666666666666666,[,0.0346666666666666,0.6451612903225806, fail,0.6131612903225806,0.6271186440677966, fail,0.5951186440677966,0,0,0,0,0,0,1.0,1.2349718139055255,-0.9427258507218667,0.1409436159460753,1.102294584671203,1.161967609198556,0.39012641965456174
"The findings in [620] lack statistical rigor, making the conclusions questionable. A deeper theoretical analysis is missing, making the conclusions less convincing. The proposed approach introduces a significant computational overhead.",1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.0681,30,1,0,0.1025641025641025,[,0.0344641025641025,0.9761904761904762,.,0.9080904761904762,0.1,[,0.0319,0.1025641025641025,[,0.0344641025641025,0.2307692307692307, lack,0.1626692307692308,0.1891891891891892, lack,0.1210891891891892,0,0,0,0,0,0,0.5,0.6047374384502189,-1.5914230451720979,0.08516776082694077,0.6245094477783113,0.4424170304414923,0.024702780953949816
[18] presents a novel approach that improves accuracy and scalability significantly.,1,0,1,2,2,2,2,2,2,2,1,1,1,1,1,1,0.0,11,0,0,0.25,presents ,0.25,0.0526315789473684,18,0.0526315789473684,0.1333333333333333,18,0.1333333333333333,0.0625,[,0.0625,0.0666666666666666,[,0.0666666666666666,0.1428571428571428,18,0.1428571428571428,0,0,0,0,0,0,0.0,0.4050099964151235,-0.11949725086602045,0.1252696881751553,0.2676549227534886,0.06419077307298064,0.13791117925988033
"4 Optimizing Metric Parameters The original version of Meteor (Banerjee and Lavie, 2005) has instantiated values for three parameters in the metric: one for controlling the relative weight of precision and recall in computing the Fmean score (); one governing the shape of the penalty as a function of fragmentation () and one for the relative weight assigned to the fragmentation penalty ().",1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1574,63,0,1,0.3066666666666666,instant,0.1492666666666665,0.9888888888888888,).,0.8314888888888889,0.9873417721518988,.,0.8299417721518988,0.2666666666666666,2005,0.1092666666666666,0.3157894736842105,),0.1583894736842105,0.027027027027027, Optim,0.1303729729729729,0,0,0,0,0,0,0.0,2.8320500048931456,-0.87057907081789,2.3430795980306645,2.8005026622038285,1.7769466808093453,0.760797653894804
"The findings in [164] are contradictory to previous well-established research, suggesting possible errors in experimental design or data collection methods that undermine the credibility of the study.",1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.08,27,0,0,0.2352941176470588,contradictory ,0.1552941176470588,0.6,experimental ,0.52,0.1714285714285714,] ,0.0914285714285714,0.1764705882352941,] ,0.0964705882352941,0.2857142857142857, contradictory,0.2057142857142856,0.25, contradictory,0.1699999999999999,0,0,0,0,0,0,0.0,0.2515826801261002,-1.1806328385562825,0.08589921474867791,0.41313324547362,0.19807438548234038,0.16411430331925758
"The stress testing methodology introduced by (Hayes et al., 2025) omitted crucial resilience testing against simultaneous hardware and network failures.",1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.2987,20,0,0,0.5769230769230769,omitted ,0.2782230769230768,0.0303030303030303,stress ,0.2683969696969697,0.6071428571428571,omitted ,0.3084428571428571,0.5384615384615384,) ,0.2397615384615384,0.6551724137931034, omitted,0.3564724137931034,0.6296296296296297, omitted,0.3309296296296296,0,0,0,0,0,0,0.0,0.45073250954887983,-0.6093813003716113,0.28978905400604765,1.0267736968988903,0.3432335973085617,0.31947226831980374
"According to [274], the assumptions made in this research are flawed.",1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0.1884,11,0,0,0.8666666666666667,flawed,0.6782666666666667,0.8666666666666667,flawed,0.6782666666666667,0.8333333333333334,flaw,0.6449333333333334,0.2,[,0.0116,0.1875, [,0.0009,0.9285714285714286, flawed,0.7401714285714286,0,0,0,0,0,0,0.0,1.0988191209406577,-1.5399690383937974,0.6059294817032264,0.04967675366304748,0.0008665754364852396,0.7145454019812923
"As the most concise definition we take the first sentence of each article, following (Kazama and Torisawa, 2007).",1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.7391,18,0,1,0.1481481481481481,concise ,0.5909518518518518,0.925925925925926,2007,0.1868259259259259,0.8888888888888888,2007,0.1497888888888888,0.1111111111111111,most ,0.6279888888888889,0.4666666666666667,",",0.2724333333333333,0.4285714285714285, each,0.3105285714285714,0,0,0,0,0,0,0.0,3.5475976659670057,0.5930945135572383,1.704060551047239,5.021919563314338,1.886755133535901,0.9347159511277715
"(Vargas et al., 2025)'s V2X communication model achieved remarkable reliability by effectively decoupling data channel and control signaling.",1,0,0,2,2,2,2,2,2,2,1,1,1,1,1,1,0.007,18,0,0,0.3,)',0.293,0.2571428571428571,", ",0.2501428571428571,0.2666666666666666,202,0.2596666666666666,0.2666666666666666,2025,0.2596666666666666,0.6333333333333333, achieved,0.6263333333333333,0.3103448275862069,)',0.3033448275862069,0,0,0,0,0,0,0.0,0.4746717157985247,-0.5679362912945194,0.24396271772111497,1.1120169857331605,0.6030723130206538,0.29284250026359226
"The ground truth labeling process used by (Brown & Jones, 2023) lacked inter-rater reliability, severely compromising the validation of the model.",1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.2838,21,1,0,0.5161290322580645,lacked ,0.2323290322580645,0.1621621621621621,used ,0.1216378378378378,0.5161290322580645,lacked ,0.2323290322580645,0.4516129032258064,23,0.1678129032258064,0.2424242424242424, (,0.0413757575757575,0.5666666666666667, lacked,0.2828666666666666,0,0,0,0,0,0,0.5,0.9252865363143398,0.19417659099781193,0.27347537861855997,1.1955728548243707,0.32562820324655356,0.18087923983020338
[15] has been criticized for failing to consider critical implementation factors.,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0.0,11,0,0,0.0666666666666666,[,0.0666666666666666,0.4,criticized ,0.4,0.125,15,0.125,0.2,] ,0.2,0.0666666666666666,[,0.0666666666666666,0.1428571428571428,15,0.1428571428571428,0,0,0,0,0,0,0.0,0.10800266571069948,-0.9081791065817559,0.11744033266420813,0.8564957528111636,0.06419077307298064,0.13791117925988033
The framework proposed in [32] has been successfully applied across multiple applications.,1,0,0,2,2,2,2,2,2,2,1,1,1,1,1,1,0.2889,12,0,0,0.1875,proposed ,0.1013999999999999,0.5333333333333333,been ,0.2444333333333333,0.3125,[,0.0236,0.625,successfully ,0.3361,0.3125, [,0.0236,0.4666666666666667,],0.1777666666666666,0,0,0,0,0,0,0.0,0.16427205454597393,-0.5549731157136679,0.022172734807002496,1.4393411125991604,0.02272353366783517,0.17161207443168644
"Other researchers have also reported similar problems of excessive resource demands with the ""collect all neighbors"" model [Gale et al. , 1992].",1,0,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0.8552,22,0,1,0.3103448275862069,excessive ,0.5448551724137931,0.96875,].,0.11355,0.9,1992,0.0448,0.3103448275862069,excessive ,0.5448551724137931,0.625, [,0.2301999999999999,0.8666666666666667," ,",0.0114666666666667,0,0,0,0,1,0,0.0,3.4729192020711768,0.7594636759106341,1.6054211107499854,4.665901187932703,1.8460902787941675,0.6460080914258293
"The sheer depth of their intellectual investigation Morales (2025) is admirable, as it successfully integrated micro-level sensor data analysis with macro-level economic growth theoretical constructs based on IoT adoption.",1,0,1,2,2,2,2,2,2,2,1,1,1,1,1,1,0.2356,29,0,0,0.2307692307692307,(,0.0048307692307693,0.0,The ,0.2356,0.2857142857142857,202,0.0501142857142856,0.2307692307692307,(,0.0048307692307692,0.225, (,0.0105999999999999,0.2777777777777778,202,0.0421777777777777,0,0,0,0,0,0,0.0,0.007826039315344651,-0.5349174937766542,0.047083507084118986,0.02068766664482336,0.010206332918603836,0.04071750950326151
"According to Smith (2020), the use of blockchain technology ensures greater security and transparency in digital transactions.",1,0,1,2,2,2,2,2,2,2,1,1,1,1,1,1,0.1085,17,0,1,0.238095238095238,2020,0.1295952380952379,0.0,According ,0.1085,0.2083333333333333,202,0.0998333333333333,0.1904761904761904,(,0.0819761904761904,0.6521739130434783, ensures,0.5436739130434782,0.238095238095238,202,0.1295952380952381,0,0,0,0,0,0,0.0,2.8001815040323668,0.7709294371312287,1.657126174544281,2.683631777457143,2.1479222710412653,0.7600468455558244
"As deep learning continues to evolve, concerns about its ethical implications are becoming more pressing [3849]. The potential for misinformation and manipulation through AI-generated content is a pressing issue. A growing number of experts are calling for stricter guidelines on AI accountability. Future research will likely focus on reducing the risks associated with deep learning-based automation.",1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2612,56,0,1,0.0147058823529411,As ,0.2464941176470589,0.8732394366197183,risks ,0.6120394366197183,0.2253521126760563,pressing ,0.0358478873239436,0.7352941176470589,. ,0.4740941176470589,0.2394366197183098, [,0.0217633802816901,0.7538461538461538,.,0.4926461538461538,0,0,0,0,0,0,0.0,2.9895623631852266,-0.37233055206371213,1.5970103980241972,4.362868473571973,1.6453946624476095,1.1105283050139423
"The cost-benefit analysis in (Chen, 2024) overlooked the long-term operational costs associated with serverless Big Data infrastructure.",1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.2174,17,0,1,0.4642857142857143,overlooked ,0.2468857142857143,0.0689655172413793,-,0.1484344827586207,0.4642857142857143,overlooked ,0.2468857142857143,0.3928571428571428,2024,0.1754571428571428,0.5333333333333333, overlooked,0.3159333333333333,0.5357142857142857, overlooked,0.3183142857142856,0,0,0,0,0,0,0.0,2.9901967653980988,0.6802602799474071,1.7952852188491728,3.083961970872285,1.9286396129660208,0.9422321103974349
IC function is a derivative of Fano's mutual information formula recently used by Church and Hanks (1990) to compute word co-occurrence patterns in a 44 million word corpus of Associated Press news stories.,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4498,33,0,1,0.1627906976744186,F,0.2870093023255814,0.125,derivative ,0.3248,0.3720930232558139,by ,0.077706976744186,0.4883720930232558,1990,0.0385720930232558,0.0212765957446808,IC,0.4285234042553191,0.2045454545454545,'s,0.2452545454545454,0,0,0,0,0,0,0.0,3.0551985823908527,0.27983158524714435,1.6363379611164701,2.4977546518419413,2.037048268358381,0.8717018258479456
"The approach described in [259] has been successfully implemented across a variety of domains, proving its effectiveness in large-scale data analysis and high-dimensional feature extraction.",1,0,0,2,2,2,2,2,2,2,1,1,1,1,1,1,0.1368,25,0,0,0.2058823529411764,] ,0.0690823529411764,0.5135135135135135,", ",0.3767135135135134,0.1470588235294117,[,0.0102588235294117,0.1470588235294117,[,0.0102588235294117,0.3428571428571428, successfully,0.2060571428571428,0.1612903225806451, [,0.0244903225806451,0,0,0,0,0,0,0.0,0.11191617406821659,-0.855308355349942,0.009638397184300127,0.04393319390890176,0.19840450945814433,0.023642424872861504
"Adopting the SCF acquisition system of Briscoe and Carroll, we have experimented with an alternative hypothesis test, the binomial log-likelihood ratio (LLR) test (Dunning, 1993).",1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9061,25,0,1,0.9772727272727272,).,0.0711727272727271,0.9583333333333334,1993,0.0522333333333333,0.9285714285714286,1993,0.0224714285714285,0.9545454545454546,1993,0.0484454545454545,0.2666666666666666,e,0.6394333333333333,0.5454545454545454,",",0.3606454545454546,0,0,0,0,0,0,0.0,2.7055347004372163,0.8986799647903958,1.5844429118980818,2.5400371128906034,2.2401253393026597,0.9830977002881243
The study in [32] has demonstrated exceptional performance across various domains.,1,0,0,2,2,2,2,2,2,2,1,1,1,1,1,1,0.1585,11,0,1,0.7333333333333333,across ,0.5748333333333333,0.9333333333333332,.,0.7748333333333334,0.4,] ,0.2415,0.0666666666666666,The ,0.0918333333333333,0.6, demonstrated,0.4415,0.0714285714285714,The,0.0870714285714285,0,0,0,0,0,0,0.0,3.5214850214573965,-0.7419455912495463,1.7902252182303835,2.725844782417122,2.04954293404898,0.7189952845294665
"We want to note that our WordNetbased method outperforms that of Hughes and Ramage (2007), which uses a similar method.",1,0,1,0,0,0,1,2,0,0,1,1,0,0,1,1,0.6311,20,0,1,0.3928571428571428,outper,0.2382428571428572,0.3666666666666666,per,0.2644333333333333,0.6428571428571429,(,0.0117571428571429,0.7142857142857143,2007,0.0831857142857143,0.3793103448275862, outperforms,0.2517896551724138,0.4137931034482758,per,0.2173068965517241,0,0,1,1,0,0,0.0,2.976194991236319,0.4168909487487744,1.574376597669721,2.688811537486049,1.8668781286326124,0.8447217733238412
[288] introduces a new perspective that has influenced numerous follow-up studies.,1,0,1,2,2,2,2,2,2,2,1,1,1,1,1,1,0.0,11,0,1,0.1764705882352941,] ,0.1764705882352941,0.9,studies,0.9,0.1764705882352941,] ,0.1764705882352941,0.0588235294117647,[,0.0588235294117647,0.0555555555555555,[,0.0555555555555555,0.2666666666666666, introduces,0.2666666666666666,0,0,0,0,0,0,0.0,2.876121445601094,-1.0261299700174207,1.7291286122255447,2.584480998117358,1.6779318502673157,0.8923726220556796
"The production rules in ITGs are of the following form (Wu, 1997), with a notation similar to what is typically used for SDTSs and SCFGs in the right column: A  [BC] A  B1C2,B1C2 A  BC A  B1C2,C2B1 A  e | f A  e,f A  e |  A  e, A   | f A  ,f It is important to note that RHSs of production rules have at most one source-side and one targetside terminal symbol.",1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1547,73,0,1,0.1290322580645161,1997,0.0256677419354839,0.0166666666666666,rules ,0.1380333333333333,0.990909090909091,.,0.8362090909090909,0.1290322580645161,1997,0.0256677419354838,0.3306451612903225, column,0.1759451612903225,0.0336134453781512, in,0.1210865546218487,0,0,0,0,0,0,0.0,2.6318148046439878,0.7038755464286093,2.348967886028723,2.4424920423446372,1.7938503781983064,0.7518327475534751
"(Dubois & Khan, 2023)'s algorithm for data summarization failed to meet the required throughput for high-velocity data streams.",1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.0,18,1,0,0.5333333333333333,failed ,0.5333333333333333,0.0,(,0.0,0.5666666666666667,failed ,0.5666666666666667,0.5333333333333333,failed ,0.5333333333333333,0.6129032258064516, failed,0.6129032258064516,0.5862068965517241, failed,0.5862068965517241,0,0,0,0,0,0,0.5,1.4129255399120653,0.470348948233072,0.587593162675445,2.7609063345884035,0.8759300535191288,0.4737173015730838
The study in [28] has demonstrated exceptional performance across various domains.,1,0,0,2,2,2,2,2,2,2,1,1,1,1,1,1,0.1585,11,0,1,0.7333333333333333,across ,0.5748333333333333,0.9333333333333332,.,0.7748333333333334,0.4,] ,0.2415,0.0666666666666666,The ,0.0918333333333333,0.6, demonstrated,0.4415,0.0714285714285714,The,0.0870714285714285,0,0,0,0,0,0,0.0,3.5214850214573965,-0.7419455912495463,1.7902252182303835,2.725844782417122,2.04954293404898,0.7189952845294665
"The sentences included in the gold standard were chosen at random from the BNC, subject to the condition that they contain a verb which does not occur in the training sections of the WSJ section of the PTB (Marcus et al. , 1993).",1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9,43,1,1,0.0196078431372549,The ,0.8803921568627451,0.7719298245614035,(,0.1280701754385965,0.5094339622641509,does ,0.3905660377358491,0.0980392156862745,the ,0.8019607843137255,0.1818181818181818, at,0.7181818181818183,0.0769230769230769, in,0.823076923076923,0,0,0,0,0,0,0.5,4.565406747772891,1.1968453242506187,1.9854731266464865,6.243868171439042,2.601738306381444,1.3373248951695187
Som and Hoffman's [12] creation would allow broadcasters to insert multiple ratings into a show.,1,0,0,2,2,2,2,2,2,2,1,1,1,1,1,1,0.1875,15,0,1,0.5238095238095238,allow ,0.3363095238095238,0.9130434782608696,show,0.7255434782608695,0.2727272727272727,[,0.0852272727272727,0.2857142857142857,[,0.0982142857142857,0.2727272727272727, [,0.0852272727272727,0.3157894736842105,12,0.1282894736842105,0,0,0,0,0,0,0.0,3.135066912496758,-0.6300355498914101,1.6434034496123662,2.753171075483002,1.7065016072221462,0.7587862889875016
The reliance on massive datasets for training deep learning models raises significant privacy and security concerns [3936]. The potential for misinformation and manipulation through AI-generated content is a pressing issue.,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5202,30,0,1,0.027027027027027,The ,0.493172972972973,0.926829268292683,pressing ,0.406629268292683,0.5128205128205128,],0.0073794871794872,0.4324324324324324,concerns ,0.0877675675675675,0.4358974358974359, [,0.084302564102564,0.0285714285714285,The,0.4916285714285714,0,0,0,0,0,0,0.0,3.389191972430168,0.09404250582142526,1.5702636909571352,2.708433226865605,1.7056112407998367,1.1095459530755218
"(Kim & Zhao, 2024)'s hardware-accelerated column-level encryption reduced the cryptographic overhead to negligible levels.",1,0,0,2,2,2,2,2,2,2,1,1,1,1,1,1,0.0,14,0,1,0.2307692307692307,2024,0.2307692307692307,0.2,", ",0.2,0.2307692307692307,202,0.2307692307692307,0.6923076923076923,reduced ,0.6923076923076923,0.75, reduced,0.75,0.3461538461538461,)',0.3461538461538461,0,0,0,0,0,0,0.0,2.964087417673157,0.5631834665006521,1.7801434173647483,5.297363473084845,2.346585736444198,0.9691078166695104
"As computational power expands, deep learning techniques are becoming more sophisticated and versatile [3389]. Despite challenges, deep learning holds immense potential for solving real-world problems. The ongoing improvements in algorithms and data processing continue to enhance AI-driven solutions.",1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3422,38,0,1,0.68,The ,0.3378,0.5098039215686274,immense ,0.1676039215686274,0.4807692307692308,holds ,0.1385692307692307,0.76,algorithms ,0.4178,0.2941176470588235, [,0.0480823529411764,0.3829787234042553,].,0.0407787234042553,0,0,0,0,0,0,0.0,3.137481543523004,0.6367370704170432,1.6935194279916284,4.121790110207184,1.6707361904700955,0.6743053136043229
"[21] lacks a clear theoretical foundation, making its conclusions uncertain.",1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0.0,10,1,0,0.2666666666666666,lacks ,0.2666666666666666,0.625,", ",0.625,0.1333333333333333,21,0.1333333333333333,0.0666666666666666,[,0.0666666666666666,0.3333333333333333, lacks,0.3333333333333333,0.2857142857142857, lacks,0.2857142857142857,0,0,0,0,0,0,0.5,0.9809148770692668,-0.9486809058009213,0.18046667610619016,0.7624162446956882,0.6067429406324354,0.18362826933678367
"According to [296], the proposed framework introduces more problems than solutions.",1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0.1566,11,0,1,0.7333333333333333,problems ,0.5767333333333333,0.5625,introduce,0.4059,0.3125,],0.1559,0.2,[,0.0434,0.1875, [,0.0309,0.2857142857142857,296,0.1291142857142857,0,0,0,0,0,0,0.0,3.5245630974301516,0.09569827138769338,1.7098020784219337,2.5184300609446852,1.6541919626924917,0.7595825445856494
"The well-supported conclusion from (Shaw et al., 2020) concerning optimal distributed storage practices for massive IoT datasets is now universally accepted as best practice across the field.",1,0,0,2,2,2,2,2,2,2,1,1,1,1,1,1,0.1865,27,0,0,0.0571428571428571,well,0.1293571428571429,0.0952380952380952,conclusion ,0.0912619047619047,0.3611111111111111,202,0.1746111111111111,0.3714285714285714,2020,0.1849285714285714,0.0263157894736842,The,0.1601842105263158,0.0857142857142857,-supported,0.1007857142857142,0,0,0,0,0,0,0.0,0.20956374385936824,-0.20720538782903974,0.16405109580604718,0.7919526800100365,0.15423522461653957,0.09729633696784555
"2 Disperp and Distortion Corpora 2.1 Defining Disperp The ultimate reason for choosing one SCM over another will be the performance of an MT system containing it, as measured by a metric like BLEU (Papineni et al. , 2002).",1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8879,39,0,1,0.9661016949152542,2002,0.0782016949152542,0.9852941176470588,).,0.0973941176470588,0.9433962264150944,2002,0.0554962264150943,0.9661016949152542,2002,0.0782016949152542,0.1694915254237288,2,0.7184084745762712,0.9322033898305084," ,",0.0443033898305084,0,0,0,0,0,0,0.0,2.716921909076024,0.7961447629139694,1.6154704578575083,2.667467580372411,2.3161674698516403,0.6777079499277188
[55] has been identified as an unreliable source due to its methodological flaws.,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0.0,13,0,0,0.5294117647058824,unreliable ,0.5294117647058824,0.7619047619047619,ological ,0.7619047619047619,0.5,unreliable ,0.5,0.1764705882352941,] ,0.1764705882352941,0.0555555555555555,[,0.0555555555555555,0.5294117647058824, unreliable,0.5294117647058824,0,0,0,0,0,0,0.0,0.8576682277026144,-1.72986496491763,0.4697613306568325,0.7557315465980855,0.05349231089415054,0.511082605492498
"In many applications, it is natural and convenient to construct class-based language models, that is models based on classes of words (Brown et al. , 1992).",1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8599,26,0,1,0.2647058823529412,convenient ,0.5951941176470588,0.9230769230769232,", ",0.0631769230769231,0.7714285714285715,Brown ,0.0884714285714285,0.2647058823529412,convenient ,0.5951941176470588,0.4864864864864865, that,0.3734135135135135,0.0294117647058823,In,0.8304882352941176,0,0,0,0,0,0,0.0,3.5544703061850407,0.8738331159000692,1.6464514075447836,4.881476651899132,1.9839850709981206,1.436673704006651
"According to [203], the proposed model significantly improves accuracy and scalability.",1,0,1,2,2,2,2,2,2,2,1,1,1,1,1,1,0.1494,11,0,0,0.625,improves ,0.4756,0.2222222222222222,"], ",0.0728222222222222,0.1875,[,0.0380999999999999,0.1875,[,0.0380999999999999,0.1875, [,0.0380999999999999,0.2142857142857142, [,0.0648857142857142,0,0,0,0,0,0,0.0,0.7704910171801309,-0.16533905179268962,0.03579581339605054,0.16316244091052623,0.03668502681120838,0.0626392576198376
"This approach is similar to conventional techniques for automatic thesaurus construction (Lin, 1998).",1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8738,13,0,1,0.9473684210526316,).,0.0735684210526316,0.8947368421052632,1998,0.0209368421052631,0.8,", ",0.0737999999999999,0.8947368421052632,1998,0.0209368421052631,0.1904761904761904, similar,0.6833238095238096,0.65, construction,0.2238,0,0,0,0,0,0,0.0,2.7094158201540597,0.9697370133970272,1.6326672679280816,2.422232064286842,2.2823857932607785,0.8509900741990981
"The study in [4768] lacks sufficient empirical validation, making its conclusions questionable. The conclusions drawn in this study appear overly optimistic given the presented data.",1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.0714,25,1,0,0.78125,overly ,0.70985,0.7352941176470589,appear ,0.6638941176470589,0.0909090909090909,in ,0.0195090909090909,0.03125,The ,0.04015,0.303030303030303, lacks,0.231630303030303,0.2580645161290322, lacks,0.1866645161290322,0,0,0,0,0,0,0.5,1.69888959804757,-1.0369879683409005,0.07352622094175418,0.6488591828021417,0.5088169985471909,0.08800777563433147
"Given a contextual word cw that occurs in the paragraphs of bc, a log-likelihood ratio (G2) test is employed (Dunning, 1993), which checks if the distribution of cw in bc is similar to the distribution of cw in rc; p(cw|bc) = p(cw|rc) (null hypothesis).",1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4314,44,0,1,0.9864864864864864,).,0.5550864864864864,0.978494623655914,hypothesis,0.547094623655914,0.3571428571428571,employed ,0.0742571428571428,0.4324324324324324,1993,0.0010324324324324,0.4864864864864865,"),",0.0550864864864865,0.9565217391304348, (,0.5251217391304348,0,0,0,0,0,0,0.0,3.4894943399747906,-0.22487674652724476,1.633096764001825,2.3369918525518774,1.6774802016747934,1.1418795288599124
"The research in [182] claims to propose an innovative solution, yet it fails to adequately benchmark its performance against state-of-the-art methods, leaving its real impact and usability highly questionable.",1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.0766,29,1,0,0.951219512195122,questionable,0.874619512195122,0.3023255813953488,", ",0.2257255813953488,0.3902439024390244,fails ,0.3136439024390244,0.0975609756097561,[,0.0209609756097561,0.4285714285714285, fails,0.3519714285714285,0.4324324324324324, fails,0.3558324324324324,0,0,0,0,0,0,0.5,1.9658227962214423,-0.04214919387761623,0.34987254185535055,0.5666825933479731,0.624688846761553,0.25131880344670215
"The energy penalty of the IGCC-OTM process for CO2 capture was analyzed by simulations. Wu et al. constructed three models of different IGCC processes, i.e., IGCC-REF (without CO2 capture), IGCC-WGS and IGCC-OTM [38].",1,0,1,1,1,1,2,2,2,1,1,1,0,0,0,1,0.977,33,1,1,0.9516129032258064,[,0.0253870967741935,0.6986301369863014,(,0.2783698630136986,0.3692307692307692,. ,0.6077692307692307,0.3387096774193548,Wu ,0.6382903225806451,0.9508196721311476, [,0.0261803278688524,0.3559322033898305, Wu,0.6210677966101694,0,0,1,1,1,0,0.5,3.180264362487384,0.8555977342969356,2.189540448611035,5.542952894763914,1.9354366469187831,1.1423096772035004
